regno,name,dept,hist_arrear,cgpa
102494,Anthony Hoover,MECH,Yes,7.03
102495,Michael King,MECH,No,5.07
102496,Andrew Winters,CIVIL,Yes,7.92
102497,Megan Duran,FT,Yes,6.98
102498,Zachary Ward,EEE,Yes,8.21
102499,Valerie Duarte,ECE,Yes,8.93
102500,Donna Johnson,FT,Yes,5.42
102501,Jennifer Frank,CSE,Yes,9.43
102502,Charles Tran,AD,No,6.24
102503,Cindy Moody PhD,CIVIL,No,7.71
102504,Joshua Miller,CIVIL,Yes,9.57
102505,Julie Burgess,CIVIL,Yes,7.99
102506,Shannon Charles,CIVIL,No,8.61
102507,Sandra Perez,ECE,No,8.75
102508,Dana Rose,ECE,No,7.54
102509,Ashley Donaldson,MECH,Yes,9.65
102510,Jeffrey Villegas,FT,No,9.97
102511,Zachary Williams,CIVIL,Yes,6.93
102512,Charles Carter,FT,Yes,8.2
102513,Daniel Lucas,MECH,Yes,7.89
102514,Juan Novak,ECE,Yes,7.56
102515,James Moreno,EEE,No,5.63
102516,Shane Fletcher,EEE,No,9.03
102517,Mary Morrow,ECE,Yes,8.72
102518,Deborah Braun,EEE,Yes,5.86
102519,Christopher Dennis,CSE,No,7.44
102520,Jason Cline,EEE,No,6.77
102521,Andrew Carrillo,CSE,No,5.53
102522,Donna Patel,CIVIL,No,8.8
102523,Brent Davis,FT,No,7.14
102524,Kenneth Kelly,FT,No,6.6
102525,Brian Greene,CIVIL,No,6.42
102526,Carl Munoz,EEE,No,5.29
102527,Patricia Hebert,AD,No,7.79
102528,Lisa Richardson,AD,No,9.3
102529,Brian Durham Jr.,CSE,No,6.22
102530,Michael Chang,ECE,Yes,6.02
102531,Melissa Murphy,CSE,No,8.81
102532,Jacob Bell,CSE,No,9.4
102533,Brian Crosby,MECH,No,5.59
102534,Aaron Waters,EEE,Yes,7.3
102535,Richard Phillips,MECH,No,9.8
102536,Thomas Huynh,CIVIL,No,8.83
102537,Matthew Rivera,FT,No,5.5
102538,Mark Hart,CIVIL,No,9.33
102539,Katrina Smith,EEE,No,7.01
102540,Jeffery Russell,AD,No,8.37
102541,Micheal Lee,MECH,Yes,9.31
102542,Lisa Mathews,CIVIL,Yes,6.4
102543,Emily Clark,CSE,Yes,9.64
102544,Kristin Daniel,MECH,Yes,5.78
102545,Joseph Hogan,ECE,No,5.25
102546,Lisa Parker,CIVIL,No,8.68
102547,David Blair,AD,No,5.56
102548,Katie Chapman,EEE,No,6.07
102549,Tammy Adams,FT,Yes,9.82
102550,Maria Ruiz,ECE,No,5.41
102551,Richard Johnson,MECH,No,8.11
102552,Katie Hall,CSE,Yes,8.8
102553,Brandon Hammond,CSE,Yes,7.26
102554,Christopher Taylor,AD,Yes,5.34
102555,Geoffrey Diaz,MECH,No,6.03
102556,Leslie Ferguson,CSE,No,5.07
102557,Dennis Jones,AD,Yes,8.44
102558,Charles Perez,FT,No,6.82
102559,Laura Torres,AD,No,7.89
102560,Jacqueline Clay,AD,No,6.29
102561,Cory Hill,ECE,Yes,6.48
102562,Nicole Ray,ECE,No,6.4
102563,Timothy Herring,CIVIL,Yes,6.64
102564,Ryan Baker,FT,Yes,6.12
102565,Robert Riley,FT,No,6.77
102566,Christopher Collins,FT,No,9.99
102567,Antonio Bennett,EEE,Yes,8.96
102568,Jeffery Lee,MECH,Yes,6.74
102569,Wendy Torres,MECH,No,8.82
102570,Matthew Anderson,FT,No,8.82
102571,Michael Davenport,CSE,Yes,7.24
102572,Zachary Davis,AD,No,7.86
102573,Tyler Summers,ECE,Yes,6.43
102574,Connie Ortiz DDS,CIVIL,Yes,6.04
102575,Jasmine Parsons,AD,No,6.44
102576,Aaron Thomas DDS,FT,No,8.78
102577,Cynthia Smith,EEE,No,7.36
102578,Kevin Roach,EEE,Yes,8.68
102579,Lisa Boyle,FT,Yes,8.68
102580,Jeffrey Meyer,EEE,No,5.62
102581,Kaitlin Brooks,ECE,Yes,9.12
102582,Christina Johnson,ECE,No,6.67
102583,Annette Friedman,CSE,Yes,6.0
102584,Michael Heath,EEE,Yes,8.45
102585,Dana Vasquez,CSE,No,6.91
102586,James Baker,EEE,No,9.46
102587,Austin Long,MECH,Yes,7.66
102588,Laura Liu,CIVIL,Yes,7.14
102589,Jessica Phillips,MECH,No,9.72
102590,Christopher Johnson,CSE,Yes,5.68
102591,Justin Snow,MECH,Yes,7.8
102592,Laura Smith,EEE,Yes,6.62
102593,Cassandra Atkinson,ECE,No,5.11
102594,Christina Perez,ECE,Yes,6.28
102595,Kevin Fisher,FT,Yes,9.98
102596,Holly Wilson,CIVIL,No,9.11
102597,Karen Mendez,CSE,Yes,5.42
102598,Mike Krueger,ECE,No,6.58
102599,Rachel Huerta,CIVIL,No,5.64
102600,Andrew Bean,CIVIL,No,5.41
102601,Randall Arnold,AD,No,6.46
102602,Kristi Drake,CSE,Yes,8.86
102603,Sarah Johnson,EEE,No,6.63
102604,Robert Herrera,ECE,No,8.14
102605,Christina Wallace,CIVIL,No,7.55
102606,Robert Allen,CIVIL,No,7.08
102607,Jerry Morris,MECH,Yes,7.71
102608,Tracy Thomas,ECE,Yes,9.98
102609,Whitney Patel,ECE,Yes,5.03
102610,James Howard,AD,No,5.96
102611,Michael Robinson,MECH,Yes,9.55
102612,Jason Love,ECE,No,8.87
102613,Christine Barton,MECH,Yes,6.93
102614,Matthew Gray,ECE,Yes,6.42
102615,Katelyn Jones,MECH,Yes,6.43
102616,Michael Watson,MECH,Yes,9.35
102617,Suzanne Hood,MECH,No,5.03
102618,Caleb Bell,EEE,Yes,5.47
102619,Joshua Russell,EEE,No,6.18
102620,Gina Martinez,AD,No,9.63
102621,Traci Krueger,CSE,Yes,9.67
102622,Lauren Olson,CSE,No,6.59
102623,Kristina Mack,MECH,No,7.48
102624,Katherine Perez,FT,No,7.44
102625,Gregory Castaneda,MECH,No,9.88
102626,Karen Howell,AD,Yes,5.39
102627,Barbara Short,EEE,Yes,9.18
102628,Sean Smith,CSE,Yes,5.83
102629,Amy Richardson,EEE,No,5.29
102630,Colleen Davis,MECH,No,9.14
102631,Courtney Bryant,MECH,Yes,5.55
102632,Matthew Stewart,ECE,Yes,5.45
102633,Stephen Jarvis,ECE,Yes,7.71
102634,Jose Gutierrez,EEE,Yes,5.23
102635,John Garcia,FT,Yes,6.4
102636,Luis Hughes,EEE,Yes,6.63
102637,Sarah Baker,ECE,Yes,5.91
102638,Richard Campos,ECE,Yes,7.09
102639,Karen Anderson,CIVIL,No,5.73
102640,Eric Campbell,EEE,No,6.13
102641,Francisco Morris,FT,No,8.39
102642,Nicholas Williams,CSE,Yes,8.46
102643,Danny Morton,MECH,No,5.8
102644,Samantha Butler,EEE,Yes,6.51
102645,Jose Walker,FT,No,9.44
102646,John Henderson,ECE,Yes,8.9
102647,Kelsey Ramirez,MECH,Yes,6.26
102648,Jesus Petersen,MECH,No,7.81
102649,Christina Martinez,ECE,No,7.39
102650,Kyle Russo,MECH,Yes,5.94
102651,Ashley Hurst MD,CIVIL,No,6.63
102652,Ronald Kirby,FT,No,9.1
102653,Robert Snyder,AD,No,8.83
102654,Christine Brooks,ECE,No,9.5
102655,Michael Graham,CSE,Yes,8.76
102656,Alicia Contreras,MECH,No,6.12
102657,Melanie Davis,AD,No,8.23
102658,Kyle Johnson,FT,Yes,8.83
102659,Tyler Schmitt,MECH,Yes,5.26
102660,Thomas Armstrong,AD,Yes,6.86
102661,Scott Rose,AD,No,7.75
102662,Shawna Cole,FT,No,9.64
102663,Stacy Jennings,CSE,Yes,5.62
102664,Dylan Wang,ECE,Yes,8.17
102665,Shannon Lee,FT,Yes,8.2
102666,Darren Petty,ECE,No,5.11
102667,Dawn Peterson,CIVIL,No,6.28
102668,Joanne Jones,AD,No,5.85
102669,Joshua Green,MECH,No,6.13
102670,William Daniels,FT,Yes,5.43
102671,Lisa Burgess,ECE,Yes,6.15
102672,Mrs. Sherry Brown,MECH,No,9.63
102673,Megan Cook,MECH,Yes,8.84
102674,Ryan Manning,MECH,No,9.99
102675,Jason Berger,CSE,Yes,7.84
102676,Charles Reyes,FT,Yes,5.41
102677,Paula Ferguson,AD,No,5.94
102678,Carla Sutton,MECH,No,6.7
102679,David Wilson,CIVIL,Yes,5.26
102680,Ms. Jacqueline Barnett,CSE,Yes,8.57
102681,David Mckinney,CSE,Yes,7.42
102682,Susan Mendez,FT,Yes,5.69
102683,Ryan Porter,EEE,Yes,8.61
102684,Jasmine Schultz,CSE,Yes,5.09
102685,Kenneth Rodriguez,MECH,Yes,9.06
102686,Gerald Mccarty,AD,No,7.75
102687,Chelsea Collins,EEE,Yes,8.41
102688,Kelsey Collins,MECH,Yes,5.87
102689,Eddie Barnett,MECH,Yes,5.92
102690,Antonio White,FT,Yes,7.3
102691,David Sullivan,CIVIL,Yes,6.48
102692,Nicholas Jones,ECE,No,5.38
102693,Kevin Martinez,ECE,No,9.0
102694,William Perez,CSE,Yes,6.95
102695,Erik Harris,CIVIL,No,8.63
102696,Yvonne Levy,AD,Yes,5.55
102697,Mary Jones,CSE,Yes,6.47
102698,Ronald Jenkins,CSE,No,8.95
102699,Tina Martinez,FT,Yes,9.19
102700,Gary Moran,ECE,Yes,5.96
102701,Joseph Velasquez,EEE,Yes,7.46
102702,Sherry Ford,FT,Yes,5.9
102703,Ashley Walsh,MECH,Yes,6.85
102704,Melissa Hunter,EEE,No,5.18
102705,Brenda Jones,EEE,Yes,6.58
102706,Michael Miller,CSE,No,5.22
102707,John Hill,EEE,Yes,7.45
102708,Randy Harrington,EEE,Yes,5.84
102709,Amy Jackson,MECH,No,8.07
102710,Jessica Kaufman,MECH,Yes,5.74
102711,Stephen Lee,AD,No,8.42
102712,Benjamin Floyd,CSE,No,7.46
102713,Denise Ward,EEE,Yes,8.92
102714,George Abbott,CIVIL,Yes,5.98
102715,Ashley Heath,CIVIL,No,8.18
102716,Johnny White,FT,Yes,8.78
102717,Eric Moore,ECE,Yes,9.21
102718,Rachel Mills,MECH,No,9.33
102719,Daniel Garcia,FT,No,5.7
102720,James Miller,MECH,Yes,8.98
102721,Elizabeth Turner,CIVIL,Yes,8.44
102722,Brian Evans,CIVIL,Yes,7.02
102723,Jamie Curtis,CIVIL,Yes,8.01
102724,Daniel Torres,CSE,Yes,8.59
102725,Cameron Franklin,CSE,Yes,6.39
102726,David Schroeder,CIVIL,Yes,6.37
102727,Jason Contreras,FT,No,6.15
102728,Crystal Walls,EEE,No,5.46
102729,Adam Johnson,CIVIL,No,5.48
102730,Jennifer Brown,ECE,Yes,9.38
102731,Michael Martin,ECE,Yes,8.78
102732,Mary Wilkerson,FT,Yes,5.05
102733,Shane Moore,ECE,Yes,7.14
102734,Paul Crawford,ECE,Yes,8.88
102735,Jesse Mayer DDS,MECH,Yes,6.6
102736,Steven Hall,CSE,No,9.79
102737,Amanda Perkins,ECE,No,7.98
102738,Barbara Edwards,AD,No,8.55
102739,Ronald Martinez,EEE,Yes,6.43
102740,Maria Fry,FT,No,8.28
102741,Kyle Clark,MECH,No,5.73
102742,Richard Cook,CIVIL,Yes,7.27
102743,Troy Hays,AD,No,7.51
102744,Beth Lam,CIVIL,No,5.95
102745,Rebecca Hunt,ECE,No,7.98
102746,Dillon Turner,AD,No,7.97
102747,Elizabeth Jordan,ECE,No,6.79
102748,Penny Johnson,CIVIL,No,9.44
102749,Scott Cervantes,FT,Yes,7.79
102750,Sarah Duran,FT,No,8.19
102751,Lee Miller Jr.,FT,No,9.29
102752,Charles Ingram,CIVIL,No,8.56
102753,Hunter Johnson,CIVIL,Yes,9.01
102754,Robert Sanchez,AD,No,5.21
102755,Willie Mcdonald,CSE,Yes,9.45
102756,Jose Evans,FT,Yes,8.32
102757,Tonya Green,CSE,Yes,5.71
102758,James Escobar,MECH,No,6.4
102759,Cynthia Johnson MD,FT,Yes,9.55
102760,Russell Ford,AD,No,8.93
102761,Miss Rachel Patterson,MECH,Yes,8.7
102762,James Pitts Jr.,CSE,No,9.33
102763,Wendy Williams,CIVIL,No,8.91
102764,Scott Ortiz,CSE,Yes,5.36
102765,Jeff Griffith,ECE,Yes,7.65
102766,Erik Chen,FT,Yes,7.25
102767,Daniel Ferrell,EEE,No,9.46
102768,Gary Romero,FT,Yes,8.51
102769,Kristin Parker,MECH,No,9.6
102770,Courtney Ray DDS,CSE,No,9.05
102771,Mark Morgan,CIVIL,No,8.04
102772,Mr. Edward Williams,ECE,Yes,7.76
102773,Nathan Robinson,EEE,Yes,7.8
102774,Emily Ingram,CSE,Yes,8.01
102775,Steven Swanson,CIVIL,No,7.47
102776,Ashley Finley,AD,No,7.6
102777,Amanda Calderon,AD,Yes,7.41
102778,Gary Wilson,EEE,No,5.4
102779,Adam Castaneda,EEE,Yes,6.26
102780,Erin Sutton,AD,No,9.22
102781,Joseph Walker,ECE,No,9.1
102782,Mary Monroe,CIVIL,No,8.34
102783,Eric Stevenson,CSE,Yes,5.22
102784,Kimberly Ryan,ECE,No,6.01
102785,Anne Cole,AD,Yes,8.69
102786,Daniel Jackson,EEE,Yes,5.9
102787,Gary Bailey,CSE,Yes,8.5
102788,Susan Young,CSE,No,6.64
102789,Heidi Solis,MECH,Yes,6.53
102790,Christopher Casey,AD,No,8.41
102791,Shane Morales,EEE,Yes,5.6
102792,Alison Hines,CSE,No,9.82
102793,Mary Ramirez,MECH,No,9.62
102794,Jessica Gutierrez,CSE,No,8.74
102795,Sandra Willis,ECE,No,5.25
102796,Gabriel Malone,CIVIL,No,6.85
102797,Michelle Huynh,EEE,No,6.46
102798,Michael Oconnell,CSE,No,6.92
102799,Paul Taylor,AD,Yes,6.83
102800,Misty Hutchinson,CIVIL,Yes,8.04
102801,Patrick Vasquez,AD,Yes,7.85
102802,Heather Hinton,EEE,Yes,6.48
102803,Monique Ali,CIVIL,No,8.73
102804,Joseph Hogan,EEE,No,6.42
102805,Jessica Cook,ECE,Yes,7.12
102806,Heidi Rodriguez,CSE,No,5.54
102807,Robert Livingston,CSE,Yes,5.71
102808,Thomas Williams,CIVIL,Yes,6.99
102809,Melissa Ramirez,FT,No,5.01
102810,Jamie Russell,MECH,No,5.6
102811,Jennifer Brown,CSE,Yes,8.24
102812,Beth Mccarthy,FT,No,9.87
102813,Martin Wright,MECH,Yes,5.94
102814,Taylor Clark,EEE,No,9.34
102815,Dr. Sarah Williams,CIVIL,Yes,6.37
102816,Victoria Schmidt,FT,No,5.23
102817,Brianna Vasquez,FT,Yes,7.23
102818,Ian Davis,FT,Yes,8.87
102819,Kelli Summers,EEE,Yes,6.91
102820,Eric Garrett,CSE,No,8.63
102821,Anita Gutierrez,MECH,No,8.56
102822,Crystal Case,MECH,Yes,8.64
102823,Mary Crawford,FT,No,8.29
102824,Richard Carter,ECE,Yes,7.31
102825,Dr. Angela Li DDS,MECH,Yes,9.98
102826,Ruth Taylor,EEE,Yes,6.02
102827,Elizabeth Padilla,FT,No,9.68
102828,Amy Smith,FT,No,7.56
102829,Todd Villegas,CIVIL,Yes,9.19
102830,Angela Lopez,CIVIL,Yes,5.58
102831,Douglas Ortiz,CIVIL,No,8.58
102832,Dr. Gary Andrews,CSE,No,5.4
102833,Tina Garcia,ECE,Yes,5.98
102834,Kevin Henry,FT,Yes,5.48
102835,Kristopher White,ECE,No,5.75
102836,Thomas Baker,MECH,Yes,6.89
102837,Michael Wells,AD,Yes,9.21
102838,Brian Williams,EEE,Yes,7.76
102839,Brooke Barnes,FT,No,9.0
102840,Eduardo Collier,EEE,No,5.18
102841,Sarah Lara,AD,No,9.04
102842,Michelle Kennedy,ECE,Yes,5.71
102843,Corey Williams,EEE,No,6.91
102844,Roy Garner,MECH,No,8.13
102845,Christina King,CIVIL,Yes,6.99
102846,Lori Lambert,CSE,Yes,7.2
102847,Maria Hill,AD,No,8.51
102848,Katherine Newton,CIVIL,No,9.33
102849,Steven Davis,CIVIL,Yes,8.86
102850,Natasha Diaz,MECH,Yes,9.12
102851,Angela Briggs,MECH,Yes,7.95
102852,Charles Clark,ECE,Yes,5.4
102853,Audrey Rodriguez,CSE,No,6.37
102854,Roy Brown,CSE,No,6.36
102855,Larry Holmes,MECH,Yes,7.58
102856,Christina Rodriguez,ECE,No,5.29
102857,Elizabeth Cherry,AD,Yes,7.37
102858,James Heath,MECH,Yes,6.94
102859,Ashley Dickson,AD,Yes,5.39
102860,Sean Mcneil,AD,Yes,9.88
102861,Joshua Barnett,MECH,No,7.9
102862,Nicholas Serrano,CIVIL,No,9.2
102863,Brandon Richards,CIVIL,No,6.26
102864,Gina Cole,CIVIL,No,9.6
102865,Richard Greer,CSE,Yes,5.56
102866,Brian Carlson,ECE,Yes,6.06
102867,Mr. Brian Scott,CSE,No,8.53
102868,William Ford,FT,No,8.6
102869,Stephanie Jones,CSE,No,5.63
102870,Christopher Stanley,AD,No,7.27
102871,Charles Lopez,MECH,No,7.96
102872,Monica Garcia,AD,Yes,7.55
102873,Cheryl Lambert,CIVIL,Yes,9.45
102874,David Morales,CSE,No,7.2
102875,Mark Valencia,CIVIL,Yes,8.44
102876,Ryan Johnson,MECH,Yes,5.55
102877,Morgan Cross,ECE,No,5.67
102878,Melinda Johnson,ECE,Yes,7.84
102879,Brian Macias,FT,No,9.14
102880,Robert Davis,CSE,No,5.07
102881,Dr. Thomas Yang DVM,MECH,No,7.63
102882,Amy Singleton,ECE,Yes,8.31
102883,Veronica Rodriguez,CIVIL,No,8.53
102884,Linda Cardenas,AD,No,9.11
102885,Roger Silva,MECH,No,8.2
102886,Emily Bowen,EEE,Yes,7.53
102887,Martin Murphy,CSE,Yes,5.16
102888,Michael Leblanc,FT,No,5.72
102889,Keith Farrell,AD,Yes,9.71
102890,Jessica Carpenter MD,CSE,Yes,9.01
102891,Benjamin Mcguire,FT,Yes,8.07
102892,Adrienne Williams,CSE,No,8.04
102893,Sarah Martinez,MECH,No,8.45
102894,Jose Stone,FT,Yes,9.53
102895,Mary Cruz,EEE,Yes,6.69
102896,Jessica Smith,ECE,Yes,9.43
102897,Linda Martin,MECH,No,6.91
102898,Jason Martinez,AD,No,9.32
102899,Jeffrey Singh,CSE,No,6.96
102900,Sarah Taylor DVM,ECE,Yes,8.64
102901,Donna Bates,FT,No,7.69
102902,Walter Haley,ECE,No,9.56
102903,Andrew Watson,AD,Yes,9.47
102904,Stephen Rich,AD,Yes,8.65
102905,David Ramos,CSE,Yes,9.67
102906,Brett Long,CSE,No,7.03
102907,Joshua Nunez,ECE,Yes,7.76
102908,Heather Buck,ECE,No,8.43
102909,Blake Williams,CSE,No,7.42
102910,Mark Hernandez,CSE,No,5.99
102911,Jonathan Cortez,AD,Yes,6.28
102912,Emily Rich,AD,No,9.4
102913,John Thomas,AD,Yes,6.62
102914,Richard Robinson,MECH,Yes,5.95
102915,Stephen Hernandez,MECH,No,7.35
102916,Nicholas Brown,CSE,No,6.79
102917,Patricia Turner,ECE,Yes,6.62
102918,Tina Aguilar,CIVIL,No,5.25
102919,Mr. Mark Barron,CIVIL,No,7.83
102920,Elizabeth Bell,FT,Yes,5.29
102921,Jenna Jones,CSE,Yes,6.75
102922,Jessica Haynes,EEE,Yes,7.37
102923,Jennifer Cervantes DVM,AD,Yes,6.7
102924,Donald Mills,CSE,Yes,9.96
102925,Mary Chan,FT,Yes,7.03
102926,Angie Spears,ECE,Yes,8.58
102927,Katelyn Osborne,CIVIL,No,8.58
102928,Joseph Knox,CIVIL,No,6.02
102929,Austin Rowe,ECE,No,6.7
102930,Yolanda Young,EEE,Yes,5.1
102931,Christina Murphy,CSE,No,6.14
102932,Katie Johnson,EEE,No,7.84
102933,Harold Salazar,AD,Yes,8.96
102934,Megan Gallagher,CIVIL,Yes,9.89
102935,Alexa Lopez,EEE,Yes,9.59
102936,Diana Henson,CSE,Yes,6.07
102937,Scott Ellis,ECE,Yes,6.43
102938,Sally Lamb,AD,Yes,9.21
102939,Tyler Ortiz,EEE,Yes,7.51
102940,David Hill,FT,No,5.52
102941,Kristi Miller DDS,ECE,Yes,5.49
102942,Lee Lucero,CIVIL,No,6.55
102943,Anthony Lang,CSE,No,8.03
102944,Jonathan Shaw,AD,Yes,8.8
102945,Christine Dominguez,CIVIL,No,7.78
102946,Anthony Rodriguez,EEE,No,6.5
102947,Deborah Manning,ECE,No,8.34
102948,Norma Ortega,ECE,Yes,5.96
102949,Vanessa Wilkerson,CIVIL,No,6.5
102950,Shawn Sanchez,ECE,No,8.61
102951,Jasmin Harrison,CSE,Yes,5.11
102952,Tonya Perry,CIVIL,Yes,8.94
102953,Victoria Robinson,CIVIL,Yes,8.16
102954,Stacey Watson,EEE,No,8.88
102955,Javier Tran,CIVIL,No,6.96
102956,Dylan Haynes,MECH,No,6.46
102957,Lisa Jones,MECH,No,8.12
102958,Kendra Blevins,FT,No,7.05
102959,Jesus Harrison,EEE,Yes,6.85
102960,Kimberly Sanchez,CSE,Yes,6.6
102961,Jennifer Medina,ECE,No,8.87
102962,Karen Love,ECE,Yes,9.47
102963,Allen Watts,AD,Yes,9.23
102964,Brian Osborne,EEE,No,6.89
102965,Dawn Parker,ECE,No,6.93
102966,Austin Goodman MD,ECE,Yes,5.68
102967,Joshua Gordon,MECH,Yes,5.48
102968,Stanley Moore,AD,Yes,8.05
102969,Shelby Meyer,ECE,No,9.44
102970,Michael Thompson,AD,Yes,6.79
102971,Cynthia Green,ECE,Yes,9.17
102972,Evelyn Jimenez,AD,Yes,9.52
102973,Theresa George,ECE,Yes,7.23
102974,Emily Cole,CSE,No,9.16
102975,Krista Wright,FT,Yes,5.24
102976,Zoe Conrad,EEE,No,6.58
102977,Oscar Robertson,CIVIL,Yes,9.94
102978,Alisha Hernandez,EEE,Yes,7.23
102979,Jack Gray,MECH,No,9.93
102980,Jacob Hensley,CSE,No,5.74
102981,David Jackson,EEE,No,6.93
102982,Justin West,CIVIL,No,9.81
102983,Susan Greer,ECE,No,8.3
102984,Alexis Bell,EEE,Yes,5.9
102985,Julian Jones,FT,Yes,6.55
102986,Robert Roberts,FT,Yes,8.03
102987,Caleb Valdez,ECE,No,5.42
102988,Sara Martin,MECH,Yes,5.83
102989,Michelle Mitchell,MECH,No,7.72
102990,Joseph Brown,MECH,Yes,7.03
102991,Paul Santana,AD,Yes,5.25
102992,Elizabeth Lane,CIVIL,No,5.96
102993,Amy Reyes,MECH,Yes,7.68
102994,Courtney Rodriguez,ECE,Yes,5.44
102995,Denise Garcia,ECE,Yes,6.28
102996,Elizabeth Smith,MECH,Yes,6.45
102997,John Kennedy,MECH,No,6.97
102998,Mrs. Amanda Hopkins MD,MECH,Yes,9.15
102999,Allen Hernandez,CSE,No,6.99
103000,Amy Marquez,MECH,No,9.95
103001,Kelli Mclaughlin,CIVIL,No,5.82
103002,Christina Le,ECE,Yes,9.49
103003,Jessica Brown,MECH,Yes,8.16
103004,Barbara Lucas,CIVIL,Yes,5.03
103005,Natalie Williams,EEE,Yes,8.57
103006,Edward Clarke,AD,No,8.44
103007,Robert Smith,ECE,No,7.08
103008,Erica Taylor,MECH,Yes,7.9
103009,Yolanda Le,EEE,Yes,5.85
103010,Linda White,AD,Yes,6.61
103011,Jorge Oconnor,AD,No,7.56
103012,Alyssa Braun,ECE,Yes,7.69
103013,Mrs. Tammie Rose,FT,Yes,7.56
103014,Amber Clark,CIVIL,Yes,7.83
103015,Jessica Rivera,ECE,No,8.87
103016,Richard Hall,CSE,No,8.04
103017,Julia Woods,CSE,Yes,7.84
103018,Kristy Hansen,EEE,No,9.14
103019,Wendy Moreno,MECH,Yes,5.48
103020,Kenneth Holloway,ECE,No,6.04
103021,Robert Macias,MECH,Yes,6.49
103022,James Young,CIVIL,No,9.54
103023,Jessica Johnson,ECE,Yes,9.33
103024,Jessica Santana,CIVIL,No,9.4
103025,Jason Harris Jr.,AD,No,5.7
103026,Robert Fisher,EEE,No,6.38
103027,Victor Thornton,CIVIL,Yes,7.61
103028,Nathan Bailey,CIVIL,Yes,9.43
103029,Brittney Campbell,AD,No,8.4
103030,Jacqueline White,CIVIL,No,5.36
103031,Kelly Rodriguez,ECE,No,5.87
103032,Joseph Grant,FT,Yes,7.86
103033,Courtney Brown,CIVIL,Yes,9.18
103034,Carl Flynn,AD,Yes,6.95
103035,Anthony Harris,AD,Yes,5.24
103036,Paul Craig,ECE,No,7.76
103037,Steven Wise,ECE,No,9.01
103038,Joshua Fernandez,FT,No,8.88
103039,Paul Taylor,ECE,No,6.22
103040,Dakota Perry,EEE,No,6.62
103041,Kiara Byrd,FT,No,5.4
103042,Robert Hill,FT,No,9.07
103043,Arthur Schaefer,ECE,No,6.26
103044,Katrina Wilson,AD,Yes,9.01
103045,Jonathan Acosta,FT,No,8.54
103046,Craig Burch,AD,Yes,8.33
103047,Devin Robinson,ECE,No,8.51
103048,Charlotte Black,FT,No,7.12
103049,Monica Jones,CIVIL,No,9.77
103050,Jonathan Long,FT,No,9.18
103051,Elizabeth Garza,CSE,No,9.09
103052,Heather Cherry,AD,Yes,6.68
103053,Ashley Edwards,EEE,No,7.08
103054,Rebekah Evans,EEE,No,7.11
103055,Sarah Watson DVM,ECE,No,5.35
103056,Tiffany Reyes,MECH,No,7.8
103057,Andrew Gregory,CIVIL,No,5.4
103058,Diane Osborne,AD,Yes,8.64
103059,Carolyn Dunn,CSE,No,8.47
103060,Anthony Flores,FT,No,5.94
103061,Linda Walker,CSE,No,7.92
103062,Mrs. Victoria Marquez,EEE,Yes,6.76
103063,Angela Randolph,EEE,Yes,8.74
103064,Wendy Krause,MECH,Yes,9.87
103065,Kimberly Perez,ECE,Yes,9.27
103066,Taylor Norton,FT,No,5.57
103067,Margaret Shaw,CIVIL,Yes,8.11
103068,James Pham,AD,Yes,5.59
103069,Stephanie Lee,CSE,Yes,7.18
103070,Carol Johnson,MECH,No,7.29
103071,Kelly Hodges,CSE,Yes,9.12
103072,Dana Kaiser,FT,Yes,5.65
103073,Nicholas Yoder,FT,No,7.25
103074,Mitchell Bailey,CIVIL,Yes,7.54
103075,Christopher Williams,MECH,Yes,7.78
103076,Shane Mckinney,EEE,Yes,7.99
103077,Virginia Richard,CIVIL,Yes,9.55
103078,Jason Brady,CIVIL,Yes,8.31
103079,Valerie Sanders,ECE,Yes,6.03
103080,Melissa Harris,CSE,No,8.71
103081,Marc Yang DVM,MECH,No,7.29
103082,Stephanie Smith,FT,Yes,6.91
103083,Eric Allen,FT,Yes,7.32
103084,Megan Osborne,FT,Yes,6.44
103085,Brittany Washington,AD,No,5.23
103086,Brittany Kline,MECH,No,7.18
103087,Ian Kramer,CSE,Yes,5.34
103088,Alexis Avila,CSE,Yes,5.08
103089,Shannon Yates,MECH,Yes,6.31
103090,Molly Anderson,ECE,No,8.91
103091,Kendra Thomas,MECH,No,8.78
103092,Felicia Fletcher,MECH,Yes,8.8
103093,Bradley Yoder,CIVIL,Yes,6.75
103094,Zachary Becker,CIVIL,No,5.32
103095,Robert Ramos,CSE,Yes,8.42
103096,Samantha Mcconnell,FT,No,7.39
103097,Deborah Adams,CIVIL,Yes,5.8
103098,Steven Cole,CIVIL,Yes,9.51
103099,Eric Campos,EEE,No,6.7
103100,Michael Haley,AD,No,8.78
103101,Adam Porter,EEE,No,8.55
103102,Madison Potter,AD,No,9.41
103103,Angela Wang,AD,No,5.87
103104,John Barber,ECE,Yes,6.49
103105,Kim Durham,ECE,Yes,8.13
103106,Michael Alvarez,EEE,Yes,6.64
103107,Taylor Perez,AD,Yes,5.42
103108,David Moore,EEE,Yes,6.28
103109,Amber Hendricks,FT,Yes,9.29
103110,Cindy Garrett,MECH,No,8.75
103111,Sheila Roberson,FT,Yes,9.35
103112,Robert Harrison,FT,No,5.74
103113,Lisa Davis,EEE,Yes,6.21
103114,Patricia Abbott,FT,Yes,7.47
103115,Clayton Williams,FT,No,5.45
103116,Elizabeth Arnold,FT,Yes,8.14
