regno,name,dept,hist_arrear,cgpa,dept_encoded,hist_arrear_encoded,placement_eligible,risk_group
100444,Charles Robinson,AD,No,7.23,0,0,False,Low
100445,Jonathan Green,CIVIL,No,5.85,1,0,False,High
100446,Bob Garza,CIVIL,No,8.83,1,0,True,Low
100447,Michael Rogers,CIVIL,No,8.55,1,0,True,Low
100448,Rebecca Smith,EEE,Yes,9.58,4,1,False,Low
100449,Linda Gentry,CIVIL,No,7.6,1,0,True,Low
100450,Laura Stewart,AD,No,5.9,0,0,False,High
100451,Shelly Peters,FT,Yes,9.98,5,1,False,Low
100452,Michael Whitaker,ECE,No,6.08,3,0,False,Low
100453,Thomas Taylor,EEE,Yes,7.47,4,1,False,Low
100454,Colleen Franklin,CSE,Yes,7.73,2,1,False,Low
100455,Andrew Reynolds,CIVIL,No,8.83,1,0,True,Low
100456,Michael Garrett,FT,Yes,7.46,5,1,False,Low
100457,Ruth Davis,FT,No,7.72,5,0,True,Low
100458,Scott Smith,MECH,No,7.77,6,0,True,Low
100459,Jesus Smith,AD,Yes,8.89,0,1,False,Low
100460,Jessica Macias,CIVIL,Yes,8.38,1,1,False,Low
100461,Diana Roth,MECH,Yes,7.24,6,1,False,Low
100462,Heidi Weber,ECE,No,5.47,3,0,False,High
100463,Amanda Hayes,EEE,Yes,6.98,4,1,False,Low
100464,Richard Curry,CSE,No,6.85,2,0,False,Low
100465,Antonio Brown,EEE,No,7.78,4,0,True,Low
100466,Adam Romero,MECH,Yes,6.93,6,1,False,Low
100467,Phillip Bennett,FT,No,6.77,5,0,False,Low
100468,Joseph Mooney,MECH,No,8.85,6,0,True,Low
100469,Wyatt Williams,ECE,Yes,8.14,3,1,False,Low
100470,Alex George,MECH,No,7.64,6,0,True,Low
100471,Steven Yang,FT,Yes,9.86,5,1,False,Low
100472,Eric Larsen,EEE,Yes,5.14,4,1,False,High
100473,Reginald Taylor,EEE,No,6.99,4,0,False,Low
100474,Dennis Johnson,FT,Yes,5.67,5,1,False,High
100475,Tammy Simmons,AD,Yes,6.98,0,1,False,Low
100476,Charles Thomas,FT,No,7.59,5,0,True,Low
100477,Ryan Berry,FT,Yes,5.11,5,1,False,High
100478,Seth Jones,FT,No,8.91,5,0,True,Low
100479,Darrell Miller,ECE,No,5.37,3,0,False,High
100480,Adam Elliott,CSE,Yes,8.91,2,1,False,Low
100481,Lindsay Goodman,CSE,Yes,6.24,2,1,False,Low
100482,Matthew Mclaughlin,MECH,No,8.13,6,0,True,Low
100483,Erik Jackson MD,ECE,No,9.26,3,0,True,Low
100484,Amber Nichols,AD,No,9.06,0,0,True,Low
100485,Donna Martinez,CIVIL,Yes,6.88,1,1,False,Low
100486,Nathan Moore,FT,No,5.19,5,0,False,High
100487,Jason Martinez,MECH,Yes,9.2,6,1,False,Low
100488,Brian Wolfe,CIVIL,No,7.93,1,0,True,Low
100489,Michael Potter,CIVIL,Yes,5.94,1,1,False,High
100490,Natasha Reilly,EEE,No,5.71,4,0,False,High
100491,Juan Lee,MECH,Yes,7.22,6,1,False,Low
100492,John Murray,ECE,Yes,7.77,3,1,False,Low
100493,Sarah Kemp DVM,CIVIL,Yes,9.81,1,1,False,Low
100494,Jeffrey Young,CSE,No,9.94,2,0,True,Low
100495,John Jackson DDS,MECH,Yes,6.49,6,1,False,Low
100496,David Smith,CIVIL,No,9.26,1,0,True,Low
100497,Nancy Fowler,ECE,No,8.77,3,0,True,Low
100498,Jamie Wilson,EEE,No,8.28,4,0,True,Low
100499,Raymond Hunter,MECH,Yes,8.56,6,1,False,Low
100500,Richard Cummings,MECH,Yes,7.79,6,1,False,Low
100501,Deborah Patterson,FT,Yes,5.76,5,1,False,High
100502,Juan Martin,CSE,Yes,9.82,2,1,False,Low
100503,Jeanette Lewis,CIVIL,Yes,9.56,1,1,False,Low
100504,William Smith,CSE,Yes,5.5,2,1,False,High
100505,Matthew Potter,MECH,No,6.37,6,0,False,Low
100506,Sierra Lewis,FT,Yes,9.06,5,1,False,Low
100507,Jason Griffin,ECE,No,7.65,3,0,True,Low
100508,Brad Coleman,ECE,No,6.45,3,0,False,Low
100509,Jennifer Hall,CSE,Yes,9.65,2,1,False,Low
100510,Brianna Tran,FT,Yes,8.15,5,1,False,Low
100511,Brian Brooks,CSE,Yes,8.73,2,1,False,Low
100512,Shelly King,CIVIL,Yes,7.43,1,1,False,Low
100513,Carrie Smith,AD,Yes,7.55,0,1,False,Low
100514,Andrew Coleman,FT,No,9.81,5,0,True,Low
100515,Ann Reilly,MECH,Yes,9.06,6,1,False,Low
100516,James Mitchell,EEE,Yes,9.23,4,1,False,Low
100517,Megan Cantrell,MECH,No,7.4,6,0,False,Low
100518,Melissa Guzman,AD,Yes,8.21,0,1,False,Low
100519,Jerry Romero,CIVIL,No,6.03,1,0,False,Low
100520,Brian Gonzalez,EEE,Yes,5.43,4,1,False,High
100521,Brian Vance,ECE,Yes,6.63,3,1,False,Low
100522,Patrick Lopez,MECH,No,5.63,6,0,False,High
100523,Jason Casey,FT,Yes,8.02,5,1,False,Low
100524,Kimberly Flores,EEE,Yes,7.6,4,1,False,Low
100525,Joann Booker,AD,Yes,5.28,0,1,False,High
100526,Clinton Boyd,EEE,No,7.53,4,0,True,Low
100527,Brian Graham,FT,Yes,7.72,5,1,False,Low
100528,Jenna Hall,CSE,No,5.85,2,0,False,High
100529,Sandra Bennett,FT,No,6.19,5,0,False,Low
100530,Nicholas Perkins,MECH,No,9.82,6,0,True,Low
100531,Richard Holmes,MECH,No,8.61,6,0,True,Low
100532,Lindsey Young,CSE,No,6.79,2,0,False,Low
100533,Clayton Lucas,FT,Yes,5.03,5,1,False,High
100534,Dr. Laurie Coleman,ECE,Yes,8.91,3,1,False,Low
100535,Lori House,ECE,Yes,5.49,3,1,False,High
100536,Andrew Butler,EEE,Yes,5.04,4,1,False,High
100537,Kenneth Gilmore,CSE,Yes,6.66,2,1,False,Low
100538,Jason Bryan,ECE,No,9.96,3,0,True,Low
100539,Renee Adams,EEE,Yes,7.9,4,1,False,Low
100540,Jasmine Schwartz,CIVIL,Yes,8.19,1,1,False,Low
100541,Amanda Smith,FT,No,7.94,5,0,True,Low
100542,Brian Barnett,CSE,Yes,8.7,2,1,False,Low
100543,Lacey Wright,ECE,Yes,9.99,3,1,False,Low
100544,Sarah Cook DDS,EEE,No,7.21,4,0,False,Low
100545,Dennis Hall,CSE,No,8.48,2,0,True,Low
100546,Brenda Rivas,CSE,No,6.91,2,0,False,Low
100547,Morgan Alvarez,CSE,Yes,7.78,2,1,False,Low
100548,Kyle Griffin,EEE,Yes,8.84,4,1,False,Low
100549,Bobby Martinez,EEE,Yes,7.95,4,1,False,Low
100550,Jon Wallace,AD,Yes,6.49,0,1,False,Low
100551,Michael Lutz,CIVIL,No,9.31,1,0,True,Low
100552,Roy Soto,CSE,No,8.75,2,0,True,Low
100553,Francisco Smith,CSE,No,5.75,2,0,False,High
100554,Anna Ball,FT,No,8.17,5,0,True,Low
100555,Scott Hall,FT,Yes,8.6,5,1,False,Low
100556,Glenda Williamson,CIVIL,No,7.29,1,0,False,Low
100557,Cassandra Evans,FT,No,8.57,5,0,True,Low
100558,William Ross,EEE,Yes,8.56,4,1,False,Low
100559,Jonathan Diaz,AD,Yes,9.68,0,1,False,Low
100560,Ronald Arnold,CSE,Yes,6.55,2,1,False,Low
100561,April Miller,AD,No,6.72,0,0,False,Low
100562,Kevin Rodriguez,MECH,No,7.94,6,0,True,Low
100563,Nicholas Fernandez,ECE,Yes,5.06,3,1,False,High
100564,Katherine Williams,EEE,No,7.65,4,0,True,Low
100565,Helen Thornton,MECH,Yes,5.6,6,1,False,High
100566,Christopher Peters,MECH,No,5.15,6,0,False,High
100567,Aaron Brown,EEE,No,5.09,4,0,False,High
100568,Christina Hughes,CIVIL,Yes,6.72,1,1,False,Low
100569,Charles Stewart,ECE,Yes,8.18,3,1,False,Low
100570,Amy Johnson,ECE,Yes,7.48,3,1,False,Low
100571,Jesse Carter,AD,Yes,9.39,0,1,False,Low
100572,Bryan Briggs,CSE,No,5.35,2,0,False,High
100573,Nancy Miller,FT,No,5.7,5,0,False,High
100574,Brandon Williams,EEE,Yes,7.64,4,1,False,Low
100575,Jacqueline White,CIVIL,Yes,8.15,1,1,False,Low
100576,Alex Duke,CSE,No,7.84,2,0,True,Low
100577,Troy Torres,EEE,No,6.36,4,0,False,Low
100578,Mr. Danny Andrews,EEE,Yes,9.92,4,1,False,Low
100579,Ellen Villa,CSE,No,6.35,2,0,False,Low
100580,Lynn Frank,CSE,Yes,8.1,2,1,False,Low
100581,Taylor Mason,CSE,No,7.66,2,0,True,Low
100582,Jason Garcia,EEE,Yes,9.41,4,1,False,Low
100583,Patricia Jackson,MECH,No,8.93,6,0,True,Low
100584,Sarah Kelly,FT,Yes,6.14,5,1,False,Low
100585,Dr. Aaron Wells MD,ECE,No,5.24,3,0,False,High
100586,Brittany Williams,CIVIL,No,7.05,1,0,False,Low
100587,Alan Marshall,CIVIL,No,9.9,1,0,True,Low
100588,Morgan Williams,EEE,No,6.26,4,0,False,Low
100589,Justin Jones,MECH,No,6.78,6,0,False,Low
100590,Amy Bond,ECE,Yes,6.9,3,1,False,Low
100591,Christina Ross,EEE,No,9.16,4,0,True,Low
100592,Tara Lester,EEE,Yes,5.99,4,1,False,High
100593,Kirk Bishop,EEE,No,8.59,4,0,True,Low
100594,Alexander Taylor,EEE,Yes,6.69,4,1,False,Low
100595,James Phillips,CIVIL,No,5.68,1,0,False,High
100596,Rebecca Bentley,ECE,No,8.54,3,0,True,Low
100597,Riley Edwards,EEE,Yes,5.05,4,1,False,High
100598,Lauren Sullivan,EEE,Yes,9.39,4,1,False,Low
100599,Daniel Norris,CSE,Yes,8.85,2,1,False,Low
100600,Bridget Rosales,CSE,Yes,6.7,2,1,False,Low
100601,Derek Dominguez II,CIVIL,Yes,7.9,1,1,False,Low
100602,Keith Smith,CIVIL,No,7.83,1,0,True,Low
100603,David Munoz,FT,Yes,9.54,5,1,False,Low
100604,Regina Moyer,CIVIL,No,7.75,1,0,True,Low
100605,Vincent Cox,CIVIL,Yes,9.54,1,1,False,Low
100606,Robert Mayo MD,MECH,Yes,6.42,6,1,False,Low
100607,Dr. Erin Blanchard,EEE,Yes,8.21,4,1,False,Low
100608,Christopher Elliott,EEE,Yes,7.26,4,1,False,Low
100609,Samantha Hill,ECE,No,9.96,3,0,True,Low
100610,Heather Todd,ECE,Yes,6.46,3,1,False,Low
100611,April Combs,MECH,No,8.12,6,0,True,Low
100612,Amy Davis,EEE,Yes,7.64,4,1,False,Low
100613,Brian Elliott,FT,No,9.46,5,0,True,Low
100614,Rachel Ayala,ECE,Yes,9.82,3,1,False,Low
100615,James Schultz,EEE,No,8.42,4,0,True,Low
100616,Karen Wang DDS,MECH,Yes,8.48,6,1,False,Low
100617,Amy Smith,FT,No,5.41,5,0,False,High
100618,Colleen Ferguson,ECE,No,7.97,3,0,True,Low
100619,Courtney Aguilar,FT,Yes,8.43,5,1,False,Low
100620,Morgan Robinson,MECH,Yes,6.56,6,1,False,Low
100621,Colleen Clarke,ECE,Yes,7.31,3,1,False,Low
100622,Scott Hudson,EEE,No,6.78,4,0,False,Low
100623,Joy Anderson,CIVIL,Yes,8.51,1,1,False,Low
100624,Daniel Booth PhD,CIVIL,Yes,6.36,1,1,False,Low
100625,Kristin Garza,FT,Yes,5.56,5,1,False,High
100626,Jose Stephens,AD,Yes,6.88,0,1,False,Low
100627,Jennifer Meyer,CIVIL,Yes,8.18,1,1,False,Low
100628,Edward Smith,CIVIL,No,8.82,1,0,True,Low
100629,Charles White,EEE,Yes,5.8,4,1,False,High
100630,Yvonne Mccoy,FT,Yes,8.1,5,1,False,Low
100631,Michelle West,MECH,No,6.95,6,0,False,Low
100632,Lisa Miranda,CIVIL,No,8.98,1,0,True,Low
100633,Juan Carpenter,ECE,Yes,9.38,3,1,False,Low
100634,Allen Hunter,AD,Yes,6.26,0,1,False,Low
100635,Adam Glover,ECE,Yes,7.97,3,1,False,Low
100636,Kimberly Martinez,CSE,No,5.34,2,0,False,High
100637,Carrie Woods,AD,Yes,9.93,0,1,False,Low
100638,Dr. James Gonzales,CSE,No,7.78,2,0,True,Low
100639,Lori Miller,CSE,Yes,6.9,2,1,False,Low
100640,Christopher Williams,ECE,Yes,7.67,3,1,False,Low
100641,Francisco Carroll,FT,No,9.51,5,0,True,Low
100642,Jodi Ross,CIVIL,No,9.12,1,0,True,Low
100643,Kenneth King,EEE,No,6.64,4,0,False,Low
100644,Curtis Dudley,FT,Yes,9.43,5,1,False,Low
100645,Mary Gomez,CIVIL,No,8.12,1,0,True,Low
100646,Miguel Bailey,ECE,Yes,7.64,3,1,False,Low
100647,Leslie Smith,EEE,No,9.62,4,0,True,Low
100648,Meghan Fowler,AD,No,7.92,0,0,True,Low
100649,Sandra Shields,CSE,Yes,9.64,2,1,False,Low
100650,James Massey,FT,No,9.35,5,0,True,Low
100651,Stephen Evans,ECE,Yes,9.93,3,1,False,Low
100652,Michael Huang,FT,Yes,7.94,5,1,False,Low
100653,Joseph Graham,ECE,Yes,9.33,3,1,False,Low
100654,Jeffrey Martinez,MECH,No,6.7,6,0,False,Low
100655,Heather Miller,FT,Yes,7.61,5,1,False,Low
100656,Patricia Andrews,CSE,No,5.96,2,0,False,High
100657,Christina Olson,CIVIL,Yes,9.58,1,1,False,Low
100658,Jonathan Ruiz,EEE,No,6.22,4,0,False,Low
100659,Danielle Davis,AD,Yes,5.71,0,1,False,High
100660,Beth Fisher,AD,Yes,7.09,0,1,False,Low
100661,Monica Santiago,AD,Yes,9.47,0,1,False,Low
100662,Travis Kane,EEE,No,6.99,4,0,False,Low
100663,Mitchell Daniel,MECH,No,7.89,6,0,True,Low
100664,Tara Duncan,ECE,No,6.97,3,0,False,Low
100665,Eric Aguilar,EEE,Yes,7.38,4,1,False,Low
100666,Clinton Sanders,AD,Yes,5.38,0,1,False,High
100667,Michael Decker,FT,Yes,9.96,5,1,False,Low
100668,Melissa Smith,ECE,Yes,7.47,3,1,False,Low
100669,Natalie Miles MD,ECE,No,7.87,3,0,True,Low
100670,Donna Clayton,EEE,Yes,9.37,4,1,False,Low
100671,Jonathan Carr,MECH,Yes,9.1,6,1,False,Low
100672,Kevin Freeman,CSE,Yes,9.88,2,1,False,Low
100673,Amanda Bryan,CSE,Yes,6.42,2,1,False,Low
100674,Joseph Meza,FT,No,9.38,5,0,True,Low
100675,David Meyer,EEE,Yes,5.88,4,1,False,High
100676,John Martinez,ECE,Yes,8.51,3,1,False,Low
100677,Shane Oconnor,CSE,Yes,8.8,2,1,False,Low
100678,Amber Williams,AD,Yes,9.5,0,1,False,Low
100679,Jordan Villa,CIVIL,No,9.02,1,0,True,Low
100680,Natasha Dominguez,EEE,No,5.85,4,0,False,High
100681,Richard Johnson,AD,No,7.11,0,0,False,Low
100682,Terry Allen,EEE,Yes,9.39,4,1,False,Low
100683,Lindsay Hansen,CSE,No,5.14,2,0,False,High
100684,Daniel Johnson,CSE,No,7.38,2,0,False,Low
100685,Angela Riddle,ECE,Yes,8.74,3,1,False,Low
100686,Megan Pham,MECH,Yes,6.95,6,1,False,Low
100687,Shane Edwards,EEE,Yes,9.79,4,1,False,Low
100688,Marcus Simon,ECE,Yes,7.74,3,1,False,Low
100689,Sarah Morales,EEE,Yes,5.58,4,1,False,High
100690,Randy Diaz,MECH,Yes,7.55,6,1,False,Low
100691,Jeremy Webster,MECH,Yes,8.92,6,1,False,Low
100692,Jessica Harrington,ECE,Yes,8.89,3,1,False,Low
100693,Kyle Ramos,ECE,No,7.24,3,0,False,Low
100694,Jennifer Powell,ECE,No,9.96,3,0,True,Low
100695,Rachel Jordan,CSE,No,6.15,2,0,False,Low
100696,Vincent Jackson,CSE,No,9.33,2,0,True,Low
100697,Christopher Fisher,ECE,Yes,5.15,3,1,False,High
100698,Katelyn Mckee,FT,Yes,9.45,5,1,False,Low
100699,Jacqueline Harrison,ECE,No,8.97,3,0,True,Low
100700,Maria Miller,CSE,Yes,8.03,2,1,False,Low
100701,Keith Boyer,ECE,No,6.4,3,0,False,Low
100702,Sarah Welch MD,ECE,No,6.26,3,0,False,Low
100703,Mario Fisher,FT,Yes,9.05,5,1,False,Low
100704,John Ortega,ECE,No,5.25,3,0,False,High
100705,Mary Bradley,MECH,No,9.96,6,0,True,Low
100706,Jose Moon,MECH,No,8.09,6,0,True,Low
100707,April Vaughn MD,CIVIL,No,9.14,1,0,True,Low
100708,Dominique Porter,AD,Yes,5.37,0,1,False,High
100709,Morgan Lopez MD,ECE,No,7.57,3,0,True,Low
100710,Michael Ward,ECE,No,8.58,3,0,True,Low
100711,Daniel Gibson,FT,Yes,8.97,5,1,False,Low
100712,Debra Price,AD,No,6.46,0,0,False,Low
100713,Linda Bentley,CIVIL,Yes,6.27,1,1,False,Low
100714,Brittany Gonzalez,FT,Yes,9.32,5,1,False,Low
100715,Gloria Williams,EEE,Yes,5.96,4,1,False,High
100716,Judy Bennett,AD,Yes,8.11,0,1,False,Low
100717,Richard Wilson,CSE,No,7.44,2,0,False,Low
100718,Christopher Walton,AD,Yes,6.01,0,1,False,Low
100719,Jose Williams,CSE,Yes,5.66,2,1,False,High
100720,Paul Davis,CIVIL,No,5.82,1,0,False,High
100721,Virginia Parker,CIVIL,No,8.53,1,0,True,Low
100722,John Wallace,CIVIL,No,8.21,1,0,True,Low
100723,Stephanie Jackson,FT,No,6.93,5,0,False,Low
100724,Rachael Nelson,ECE,Yes,5.56,3,1,False,High
100725,Adam Hayden,FT,No,8.47,5,0,True,Low
100726,Dorothy Williams,CSE,Yes,9.66,2,1,False,Low
100727,Jason Robinson,CSE,No,7.58,2,0,True,Low
100728,Jeffrey Miller,AD,No,9.23,0,0,True,Low
100729,Mason Ford,EEE,Yes,9.11,4,1,False,Low
100730,Justin Young,ECE,Yes,5.23,3,1,False,High
100731,Jean Reed,MECH,No,6.75,6,0,False,Low
100732,Miss Stacy Johnson MD,CSE,No,6.59,2,0,False,Low
100733,Adam Murphy,CIVIL,No,6.98,1,0,False,Low
100734,Jessica Brock,AD,Yes,9.98,0,1,False,Low
100735,Erin Smith,FT,Yes,7.71,5,1,False,Low
100736,Alex Holden,MECH,Yes,6.56,6,1,False,Low
100737,Joanna Stevens,FT,Yes,7.34,5,1,False,Low
100738,Arthur Campbell,ECE,No,7.65,3,0,True,Low
100739,Valerie Lewis,FT,Yes,6.58,5,1,False,Low
100740,Jason Davis,MECH,No,8.74,6,0,True,Low
100741,Diana White,FT,No,7.86,5,0,True,Low
100742,Catherine Evans,CIVIL,Yes,7.6,1,1,False,Low
100743,Doris Davis,EEE,No,8.49,4,0,True,Low
100744,Jennifer Cohen,EEE,Yes,5.46,4,1,False,High
100745,Bobby Snyder,ECE,No,6.07,3,0,False,Low
100746,Yvonne Duncan,ECE,No,8.23,3,0,True,Low
100747,Adam Long,CSE,No,5.86,2,0,False,High
100748,Jennifer Green,CSE,No,5.54,2,0,False,High
100749,Jennifer Turner,AD,No,5.02,0,0,False,High
100750,Joshua Obrien,CSE,Yes,5.9,2,1,False,High
100751,Anthony Brown,FT,Yes,6.12,5,1,False,Low
100752,Jason Williams,CSE,No,5.47,2,0,False,High
100753,Scott Mills,EEE,No,9.08,4,0,True,Low
100754,Kristina Wright,FT,No,9.59,5,0,True,Low
100755,Maria Lee,CSE,No,7.08,2,0,False,Low
100756,Lawrence Ramsey,AD,Yes,7.06,0,1,False,Low
100757,Cory Kennedy,CIVIL,Yes,6.35,1,1,False,Low
100758,Matthew Vargas,EEE,Yes,5.62,4,1,False,High
100759,Jennifer Weaver,MECH,No,7.54,6,0,True,Low
100760,Alisha Greer,EEE,Yes,9.38,4,1,False,Low
100761,Shelly Gardner,AD,No,8.23,0,0,True,Low
100762,Kaitlyn Garcia,CSE,No,8.75,2,0,True,Low
100763,Jamie Sanchez,FT,Yes,6.29,5,1,False,Low
100764,Brittany Smith,EEE,No,5.61,4,0,False,High
100765,Nicholas Liu,ECE,Yes,9.23,3,1,False,Low
100766,Joseph Rice,AD,No,7.54,0,0,True,Low
100767,Antonio Powell,ECE,Yes,6.38,3,1,False,Low
100768,Brenda Melendez,AD,Yes,5.19,0,1,False,High
100769,Noah Gray,FT,Yes,9.99,5,1,False,Low
100770,Alexis Watson,FT,No,9.44,5,0,True,Low
100771,Jeffrey Robinson,MECH,Yes,8.6,6,1,False,Low
100772,Hannah Figueroa,FT,Yes,9.62,5,1,False,Low
100773,Mr. Jason Flores II,CIVIL,No,8.12,1,0,True,Low
100774,Mary Hernandez,EEE,Yes,5.7,4,1,False,High
100775,Blake Moore,ECE,Yes,6.26,3,1,False,Low
100776,Andrew Yang,FT,Yes,7.92,5,1,False,Low
100777,William Payne,MECH,Yes,5.92,6,1,False,High
100778,Erin Brown,ECE,No,8.92,3,0,True,Low
100779,Nicholas Diaz,EEE,No,7.58,4,0,True,Low
100780,Christopher Thompson,CIVIL,Yes,7.47,1,1,False,Low
100781,Kelly Davis,FT,No,5.39,5,0,False,High
100782,Jonathan Kennedy,FT,Yes,8.85,5,1,False,Low
100783,Keith Schmidt,EEE,No,6.82,4,0,False,Low
100784,Tammy Saunders,CIVIL,No,8.97,1,0,True,Low
100785,Thomas Cruz,FT,No,7.7,5,0,True,Low
100786,Cathy Parrish,MECH,Yes,7.24,6,1,False,Low
100787,Teresa Jones,AD,Yes,9.82,0,1,False,Low
100788,Eric Stephens,MECH,Yes,9.05,6,1,False,Low
100789,Heather Beard,ECE,Yes,6.13,3,1,False,Low
100790,Glenn Fernandez,FT,No,9.12,5,0,True,Low
100791,George Johnson,CIVIL,Yes,5.4,1,1,False,High
100792,Caitlin Marshall,CSE,Yes,5.09,2,1,False,High
100793,Michael Williams,AD,No,5.73,0,0,False,High
100794,Jaime Benton,CIVIL,No,7.03,1,0,False,Low
100795,Paula Hardin,CSE,No,7.02,2,0,False,Low
100796,Pamela Carpenter,ECE,Yes,9.51,3,1,False,Low
100797,Aaron Brown,FT,Yes,8.96,5,1,False,Low
100798,Paul Castaneda,MECH,No,6.0,6,0,False,Low
100799,Yolanda Boyd,ECE,Yes,6.03,3,1,False,Low
100800,Brian Cook,EEE,No,8.15,4,0,True,Low
100801,Angie Collins,ECE,Yes,9.57,3,1,False,Low
100802,Erica Alvarez,AD,Yes,7.91,0,1,False,Low
100803,Shawn Boone,AD,Yes,5.11,0,1,False,High
100804,Ellen Gonzales,MECH,No,9.9,6,0,True,Low
100805,Willie Garcia,CSE,Yes,8.34,2,1,False,Low
100806,David Bryan,CSE,Yes,7.58,2,1,False,Low
100807,Marissa Jones,CIVIL,No,9.07,1,0,True,Low
100808,Katelyn Davis,AD,No,9.34,0,0,True,Low
100809,Darren Harris PhD,FT,No,5.16,5,0,False,High
100810,Paul Parker,MECH,No,8.03,6,0,True,Low
100811,Jeremy Bowman,CIVIL,Yes,8.64,1,1,False,Low
100812,Kiara Landry,MECH,Yes,9.92,6,1,False,Low
100813,Linda Thomas,FT,No,7.36,5,0,False,Low
100814,Heather Alvarez,ECE,Yes,7.24,3,1,False,Low
100815,Brian Hill,AD,No,6.11,0,0,False,Low
100816,Lori Henry,FT,No,8.67,5,0,True,Low
100817,John Gray,MECH,No,6.53,6,0,False,Low
100818,Carlos Cruz,FT,No,9.09,5,0,True,Low
100819,Margaret Burke,ECE,No,5.1,3,0,False,High
100820,Edward Martin,MECH,No,8.27,6,0,True,Low
100821,Ryan Buckley,AD,No,9.02,0,0,True,Low
100822,Jay Jackson,CSE,Yes,6.38,2,1,False,Low
100823,Alyssa Anderson,EEE,Yes,8.18,4,1,False,Low
100824,Alexandria Guerra,CSE,No,6.5,2,0,False,Low
100825,Dylan Davis,MECH,Yes,7.51,6,1,False,Low
100826,Anthony Cantu,ECE,No,9.57,3,0,True,Low
100827,Raven Harper,CSE,No,7.79,2,0,True,Low
100828,David Harper,CSE,No,6.44,2,0,False,Low
100829,Robert Kennedy,EEE,Yes,5.98,4,1,False,High
100830,Joseph Singleton,MECH,Yes,7.95,6,1,False,Low
100831,Kathleen Blair PhD,CIVIL,Yes,9.28,1,1,False,Low
100832,Adam Villa,CIVIL,Yes,7.92,1,1,False,Low
100833,Lisa Ray,CIVIL,No,7.7,1,0,True,Low
100834,Philip Cruz,CIVIL,Yes,6.68,1,1,False,Low
100835,Brent Cohen,FT,Yes,8.78,5,1,False,Low
100836,Keith Duncan,AD,Yes,9.7,0,1,False,Low
100837,Luis Gardner,AD,No,9.24,0,0,True,Low
100838,Damon Garcia,EEE,Yes,7.49,4,1,False,Low
100839,Dennis Rich,EEE,Yes,8.84,4,1,False,Low
100840,Jean Stewart,EEE,No,6.54,4,0,False,Low
100841,Jeremy Burke,FT,No,9.41,5,0,True,Low
100842,Jimmy Arroyo,AD,Yes,6.4,0,1,False,Low
100843,Jennifer Williams,FT,No,5.92,5,0,False,High
100844,Christopher Branch,CSE,No,9.54,2,0,True,Low
100845,Anna Wade,CIVIL,No,8.97,1,0,True,Low
100846,Sherry Powell,CSE,Yes,9.01,2,1,False,Low
100847,Joseph Gibson DDS,FT,Yes,6.67,5,1,False,Low
100848,Tyler Garrison,AD,Yes,5.91,0,1,False,High
100849,Randy White,MECH,No,5.23,6,0,False,High
100850,Elizabeth Lee,MECH,Yes,7.45,6,1,False,Low
100851,Lynn Bean,EEE,Yes,6.57,4,1,False,Low
100852,Scott Fisher,CSE,No,5.42,2,0,False,High
100853,Elizabeth Thompson,AD,Yes,6.84,0,1,False,Low
100854,Travis Ray,AD,Yes,9.64,0,1,False,Low
100855,Amanda Ward,AD,No,6.83,0,0,False,Low
100856,Scott Turner,ECE,Yes,9.02,3,1,False,Low
100857,Tina Williams,AD,No,6.59,0,0,False,Low
100858,Caleb Wallace,CSE,No,8.61,2,0,True,Low
100859,Hannah Garrett,CSE,No,5.35,2,0,False,High
100860,Tammy Holmes,MECH,No,8.65,6,0,True,Low
100861,Ryan Flores,CSE,Yes,7.83,2,1,False,Low
100862,Anita Mckee,MECH,No,8.48,6,0,True,Low
100863,Matthew Gamble,ECE,Yes,5.96,3,1,False,High
100864,Nicole Scott,CIVIL,No,6.82,1,0,False,Low
100865,Amy Simpson,AD,No,8.8,0,0,True,Low
100866,Cynthia Trevino,EEE,No,9.41,4,0,True,Low
100867,Stephanie Lowe,AD,No,8.37,0,0,True,Low
100868,Bruce Hill MD,FT,No,9.13,5,0,True,Low
100869,Tammy Shaffer,AD,No,5.98,0,0,False,High
100870,Catherine Bryant,CSE,Yes,5.56,2,1,False,High
100871,Charles Jones,AD,Yes,5.86,0,1,False,High
100872,Joseph Chen,CSE,No,7.51,2,0,True,Low
100873,Thomas Knapp,ECE,No,5.87,3,0,False,High
100874,Tiffany Wagner,CIVIL,Yes,9.95,1,1,False,Low
100875,Warren Acosta,AD,Yes,7.49,0,1,False,Low
100876,John Black,FT,Yes,6.92,5,1,False,Low
100877,Christopher King,CIVIL,No,7.91,1,0,True,Low
100878,Sara Beck,CIVIL,No,8.5,1,0,True,Low
100879,Chris Powell,AD,No,7.93,0,0,True,Low
100880,Matthew Stokes Jr.,EEE,Yes,9.49,4,1,False,Low
100881,Sandra Long DDS,CSE,Yes,5.25,2,1,False,High
100882,Kevin Morrison,MECH,Yes,8.03,6,1,False,Low
100883,Erica Lewis,AD,No,9.57,0,0,True,Low
100884,Rachel Benson,AD,Yes,9.28,0,1,False,Low
100885,Amanda Price,EEE,Yes,6.54,4,1,False,Low
100886,Haley Doyle,AD,Yes,8.28,0,1,False,Low
100887,Brooke Hughes,AD,Yes,8.01,0,1,False,Low
100888,Valerie Watkins,CIVIL,No,5.24,1,0,False,High
100889,Frank Solis,EEE,Yes,9.26,4,1,False,Low
100890,Ryan Thompson,FT,Yes,5.98,5,1,False,High
